gene_id,symbol,gene_name,log2_fold_change,logCPM,LR,PValue,FDR,entrezgene_id
ENSCAFG00845019553,NDUFB6,NADH:ubiquinone oxidoreductase subunit B6 [Source:NCBI gene (formerly Entrezgene);Acc:100687033],1.785726404,6.067845604,150.2298642,1.54E-34,4.62E-33,100687033
ENSCAFG00845018936,EIF6,eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159],1.302743875,7.288167739,150.1405446,1.62E-34,4.82E-33,477210
ENSCAFG00845000143,,,1.416166133,8.476230874,149.9281947,1.80E-34,5.34E-33,484382
ENSCAFG00845000223,TRIM28,tripartite motif containing 28 [Source:HGNC Symbol;Acc:HGNC:16384],1.440243611,8.25684281,149.8300661,1.89E-34,5.60E-33,403689
ENSCAFG00845001268,TCF25,transcription factor 25 [Source:HGNC Symbol;Acc:HGNC:29181],1.360849651,7.755636066,149.6971442,2.02E-34,5.96E-33,608053
ENSCAFG00845021870,PSMA1,,1.904460491,7.298854336,149.6627651,2.05E-34,6.05E-33,476867
ENSCAFG00845014143,DNAJB6,,1.404003772,6.8042928,149.6063949,2.11E-34,6.21E-33,608937
ENSCAFG00845012811,#N/A,#N/A,2.956784037,10.96750995,149.1921261,2.60E-34,7.64E-33,#N/A
ENSCAFG00845023253,FAM162A,family with sequence similarity 162 member A [Source:HGNC Symbol;Acc:HGNC:17865],2.224646929,4.778345013,149.1650032,2.64E-34,7.72E-33,478584
ENSCAFG00845014562,FCF1,,1.869344834,5.533253999,149.1393437,2.67E-34,7.81E-33,480386
ENSCAFG00845010863,VPS28,VPS28 subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:18178],1.472248718,7.346729689,149.0956521,2.73E-34,7.96E-33,607677
ENSCAFG00845006744,,,2.142752354,5.514469266,149.0142039,2.85E-34,8.28E-33,607055
ENSCAFG00845013103,RPL31,ribosomal protein L31 [Source:NCBI gene (formerly Entrezgene);Acc:609530],2.011851867,9.909829142,148.4084826,3.86E-34,1.12E-32,119864483
ENSCAFG00845003301,BUD23,BUD23 rRNA methyltransferase and ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:16405],1.30270158,7.242539487,148.0714117,4.58E-34,1.32E-32,479717
ENSCAFG00845011227,SPOP,speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254],1.606751947,6.744214285,147.6367446,5.70E-34,1.64E-32,480548
ENSCAFG00845025239,LAMTOR3,,1.402166292,6.410651015,147.4591409,6.23E-34,1.79E-32,478492
ENSCAFG00845024852,MIF,macrophage migration inhibitory factor [Source:HGNC Symbol;Acc:HGNC:7097],1.693772673,6.593846856,147.1814459,7.16E-34,2.05E-32,595146
ENSCAFG00845020822,EEF1B2,,1.461202511,9.397124291,147.1595578,7.24E-34,2.07E-32,478881
ENSCAFG00845002144,SLC13A5,mediator complex subunit 31 [Source:HGNC Symbol;Acc:HGNC:24260],2.019353347,5.179279332,146.9047623,8.23E-34,2.34E-32,607000
ENSCAFG00845026529,GABARAPL1,GABA type A receptor associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:4068],1.723713617,5.992228044,145.9849369,1.31E-33,3.71E-32,612919
ENSCAFG00845010606,LSP1,lymphocyte specific protein 1 [Source:HGNC Symbol;Acc:HGNC:6707],1.168828531,9.868260126,145.75263,1.47E-33,4.17E-32,611553
ENSCAFG00845012855,DPY30,dpy-30 histone methyltransferase complex regulatory subunit [Source:HGNC Symbol;Acc:HGNC:24590],1.730026083,5.656257478,145.4725937,1.69E-33,4.79E-32,475715
ENSCAFG00845027993,ATP6V0B,ATPase H+ transporting V0 subunit b [Source:HGNC Symbol;Acc:HGNC:861],1.756905175,9.008992452,145.4182871,1.74E-33,4.91E-32,482528
ENSCAFG00845017218,DELE1,DAP3 binding cell death enhancer 1 [Source:HGNC Symbol;Acc:HGNC:28969],1.390538544,6.876899371,144.9162211,2.24E-33,6.31E-32,487190
ENSCAFG00845005081,KHDRBS1,"KH RNA binding domain containing, signal transduction associated 1 [Source:HGNC Symbol;Acc:HGNC:18116]",1.195014237,7.056969414,144.6829987,2.52E-33,7.08E-32,487316
ENSCAFG00845002270,RPL36AL,ribosomal protein L36a like [Source:NCBI gene (formerly Entrezgene);Acc:480311],1.491596823,7.875777252,144.4502992,2.83E-33,7.92E-32,480311
ENSCAFG00845028537,CTNNBL1,catenin beta like 1 [Source:HGNC Symbol;Acc:HGNC:15879],1.262467235,6.494871249,144.3837849,2.93E-33,8.17E-32,477224
ENSCAFG00845017695,AUH,AU RNA binding methylglutaconyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890],1.695852998,5.996531028,144.1597143,3.28E-33,9.13E-32,476348
ENSCAFG00845018708,COX5A,cytochrome c oxidase subunit Va [Source:NCBI gene (formerly Entrezgene);Acc:478370],1.654664804,6.630419747,144.1224056,3.34E-33,9.28E-32,478370
ENSCAFG00845006135,HEXIM2,HEXIM P-TEFb complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28591],2.084090087,4.015415395,143.1337465,5.50E-33,1.52E-31,606799
ENSCAFG00845024118,CFDP1,craniofacial development protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:403675],1.539436006,5.06919497,142.304492,8.34E-33,2.28E-31,403675
ENSCAFG00845022609,GNAI2,G protein subunit alpha i2 [Source:NCBI gene (formerly Entrezgene);Acc:442957],1.38981164,10.68394148,142.3033874,8.35E-33,2.28E-31,442957
ENSCAFG00845002691,RPL37,ribosomal protein L37 [Source:NCBI gene (formerly Entrezgene);Acc:100856657],1.564545699,9.498283219,142.1969042,8.81E-33,2.39E-31,119863879
ENSCAFG00845030106,SLC25A1,solute carrier family 25 member 1 [Source:HGNC Symbol;Acc:HGNC:10979],1.783150415,6.380792551,142.0343235,9.56E-33,2.59E-31,608348
ENSCAFG00845010882,#N/A,#N/A,1.593137304,7.374002149,141.8640562,1.04E-32,2.82E-31,#N/A
ENSCAFG00845008703,,,2.406700422,4.529429558,141.6046787,1.19E-32,3.20E-31,485156
ENSCAFG00845010312,ALDH7A1,aldehyde dehydrogenase 7 family member A1 [Source:HGNC Symbol;Acc:HGNC:877],2.456543536,6.393463222,141.5345143,1.23E-32,3.31E-31,481486
ENSCAFG00845016702,POLE4,"DNA polymerase epsilon 4, accessory subunit [Source:HGNC Symbol;Acc:HGNC:18755]",1.960466393,6.266246482,141.5268141,1.23E-32,3.31E-31,483096
ENSCAFG00845014167,UQCR11,"ubiquinol-cytochrome c reductase, complex III subunit XI [Source:HGNC Symbol;Acc:HGNC:30862]",1.533759301,6.493551504,141.5053413,1.25E-32,3.34E-31,611791
ENSCAFG00845007294,KLHDC3,kelch domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20704],1.453227455,6.766194186,141.4546888,1.28E-32,3.42E-31,474907
ENSCAFG00845017228,C5H17orf49,chromosome 17 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28737],1.253207722,6.800901434,141.4068953,1.31E-32,3.50E-31,479477
ENSCAFG00845000367,TBCB,tubulin folding cofactor B [Source:HGNC Symbol;Acc:HGNC:1989],1.996665587,6.330321743,141.3369906,1.36E-32,3.61E-31,476475
ENSCAFG00845015138,BSG,,1.537780411,7.637946908,141.3146029,1.37E-32,3.65E-31,476758
ENSCAFG00845029723,UFC1,ubiquitin-fold modifier conjugating enzyme 1 [Source:HGNC Symbol;Acc:HGNC:26941],1.708937534,6.057212259,141.2404591,1.43E-32,3.78E-31,478978
ENSCAFG00845030719,ATP6V1E1,,1.793331332,8.077824412,141.1483566,1.49E-32,3.94E-31,477740
ENSCAFG00845028659,DOK2,docking protein 2 [Source:HGNC Symbol;Acc:HGNC:2991],1.534367901,7.949040966,140.8093514,1.77E-32,4.67E-31,486133
ENSCAFG00845014069,PSMB3,proteasome 20S subunit beta 3 [Source:NCBI gene (formerly Entrezgene);Acc:480537],1.578910311,7.366722711,140.6166263,1.95E-32,5.13E-31,480537
ENSCAFG00845028556,#N/A,#N/A,2.04821085,4.994643076,140.6023588,1.97E-32,5.16E-31,#N/A
ENSCAFG00845028351,,,1.737849565,11.98350101,140.4443338,2.13E-32,5.58E-31,102152706
ENSCAFG00845012173,LSM7,"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:NCBI gene (formerly Entrezgene);Acc:612170]",1.614734332,5.442520072,140.4309253,2.14E-32,5.60E-31,612170
ENSCAFG00845010381,RTN4,reticulon 4 [Source:HGNC Symbol;Acc:HGNC:14085],1.383075566,7.204601391,140.1989877,2.41E-32,6.28E-31,474598
ENSCAFG00845017076,PHF5A,PHD finger protein 5A [Source:HGNC Symbol;Acc:HGNC:18000],1.42727686,6.660214234,139.9941681,2.67E-32,6.95E-31,474489
ENSCAFG00845015246,SUMO1,small ubiquitin like modifier 1 [Source:NCBI gene (formerly Entrezgene);Acc:478874],1.404473072,6.682562195,139.7619831,3.00E-32,7.78E-31,478874
ENSCAFG00845016780,SNRPB,,1.413120695,7.231635989,139.6252423,3.21E-32,8.32E-31,485806
ENSCAFG00845028263,MANBAL,mannosidase beta like [Source:HGNC Symbol;Acc:HGNC:15799],1.48903284,5.857586773,139.4776354,3.46E-32,8.93E-31,610351
ENSCAFG00845025148,TRIM8,tripartite motif containing 8 [Source:HGNC Symbol;Acc:HGNC:15579],1.723318576,8.111553329,139.4374492,3.53E-32,9.10E-31,486863
ENSCAFG00845023709,IER5L,immediate early response 5 like [Source:HGNC Symbol;Acc:HGNC:23679],2.844054096,6.928000114,139.1979956,3.99E-32,1.02E-30,491302
ENSCAFG00845006403,RBM22,RNA binding motif protein 22 [Source:HGNC Symbol;Acc:HGNC:25503],1.150172834,6.715167859,139.1116252,4.16E-32,1.07E-30,489184
ENSCAFG00845026345,FAU,FAU ubiquitin like and ribosomal protein S30 fusion [Source:HGNC Symbol;Acc:HGNC:3597],1.54835074,10.12709464,138.6929231,5.14E-32,1.31E-30,483748
ENSCAFG00845006009,RTN3,reticulon 3 [Source:NCBI gene (formerly Entrezgene);Acc:476043],1.405720199,8.769323408,138.3969526,5.97E-32,1.52E-30,476043
ENSCAFG00845023003,GTPBP1,GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4669],1.374540842,7.123963807,138.3660139,6.06E-32,1.54E-30,474506
ENSCAFG00845029827,DYNLL1,dynein light chain LC8-type 1 [Source:HGNC Symbol;Acc:HGNC:15476],2.613486641,3.776349256,138.2135616,6.54E-32,1.66E-30,609233
ENSCAFG00845000679,HCST,hematopoietic cell signal transducer [Source:HGNC Symbol;Acc:HGNC:16977],3.068128557,4.771855207,138.051956,7.10E-32,1.79E-30,612627
ENSCAFG00845021078,HIGD1A,,2.145662226,6.55003746,137.7444815,8.29E-32,2.08E-30,477037
ENSCAFG00845030776,LSM10,"LSM10, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:17562]",1.724683185,5.946269497,137.5656421,9.07E-32,2.26E-30,475335
ENSCAFG00845006341,PPBP,pro-platelet basic protein (chemokine (C-X-C motif) ligand 7) [Source:NCBI gene (formerly Entrezgene);Acc:482196],2.481166829,12.02139764,137.4871009,9.44E-32,2.35E-30,482196
ENSCAFG00845018326,CDK2AP1,cyclin dependent kinase 2 associated protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:477452],2.035815727,4.834167901,137.4753428,9.49E-32,2.36E-30,477452
ENSCAFG00845010699,LST1,,2.379507999,8.443741551,137.3981079,9.87E-32,2.45E-30,607208
ENSCAFG00845001882,DAD1,defender against cell death 1 [Source:HGNC Symbol;Acc:HGNC:2664],1.605070333,7.764034829,136.7553089,1.36E-31,3.35E-30,480238
ENSCAFG00845028259,FUNDC1,FUN14 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28746],2.39031751,4.937684874,136.5051437,1.55E-31,3.79E-30,491842
ENSCAFG00845007577,EXOSC4,exosome component 4 [Source:HGNC Symbol;Acc:HGNC:18189],1.869059563,5.942369985,136.400972,1.63E-31,3.99E-30,482086
ENSCAFG00845009515,GIMAP7,"GTPase, IMAP family member 7 [Source:HGNC Symbol;Acc:HGNC:22404]",2.320791911,7.579913039,136.3519644,1.67E-31,4.08E-30,106559834
ENSCAFG00845001333,#N/A,#N/A,3.487907814,2.854929692,136.0521634,1.94E-31,4.74E-30,#N/A
ENSCAFG00845027404,CLEC1B,,2.514379302,6.059163618,135.8122773,2.19E-31,5.33E-30,611394
ENSCAFG00845016683,APH1A,"aph-1 homolog A, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:29509]",1.249474874,6.826059486,135.7741035,2.24E-31,5.43E-30,100855839
ENSCAFG00845017929,MRPL30,mitochondrial ribosomal protein L30 [Source:HGNC Symbol;Acc:HGNC:14036],1.877667982,5.163927895,135.7493069,2.26E-31,5.49E-30,474558
ENSCAFG00845027681,,,2.869588329,5.544336907,135.5677452,2.48E-31,6.00E-30,611423
ENSCAFG00845006492,RPL12,ribosomal protein L12 [Source:NCBI gene (formerly Entrezgene);Acc:480716],1.704071111,10.71516109,135.504048,2.56E-31,6.18E-30,480716
ENSCAFG00845025626,RBBP5,"RB binding protein 5, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:9888]",1.231551949,7.207638563,135.4789378,2.59E-31,6.25E-30,488568
ENSCAFG00845004182,FBL,fibrillarin [Source:HGNC Symbol;Acc:HGNC:3599],1.279576979,7.23768126,135.1464856,3.07E-31,7.36E-30,476460
ENSCAFG00845020335,PCCB,propionyl-CoA carboxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8654],1.637078893,5.732697046,135.0364331,3.24E-31,7.77E-30,477076
ENSCAFG00845008341,,,2.225634952,3.557322262,134.8332894,3.59E-31,8.58E-30,119873569
ENSCAFG00845006260,MDP1,magnesium dependent phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28781],1.716693267,5.305790872,134.7290577,3.78E-31,9.02E-30,480264
ENSCAFG00845006949,,,2.864969067,4.288668486,134.6833308,3.87E-31,9.21E-30,119864697
ENSCAFG00845010012,DCSTAMP,dendrocyte expressed seven transmembrane protein [Source:HGNC Symbol;Acc:HGNC:18549],2.575248986,5.622396091,134.6234013,3.99E-31,9.48E-30,100684603
ENSCAFG00845000758,ATP6V0E1,ATPase H+ transporting V0 subunit e1 [Source:NCBI gene (formerly Entrezgene);Acc:403729],1.68119125,8.496186363,134.5280854,4.19E-31,9.93E-30,403729
ENSCAFG00845014183,VAMP8,,1.576509692,7.679688332,134.5123543,4.22E-31,9.99E-30,609784
ENSCAFG00845017183,DRAP1,DR1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:3019],1.365480643,5.963367434,134.3861487,4.50E-31,1.06E-29,476018
ENSCAFG00845001349,INO80E,INO80 complex subunit E [Source:HGNC Symbol;Acc:HGNC:26905],1.447995814,5.89813507,134.27577,4.76E-31,1.12E-29,489944
ENSCAFG00845000744,BCAT2,branched chain amino acid transaminase 2 [Source:HGNC Symbol;Acc:HGNC:977],1.768820332,6.259002781,133.8687183,5.84E-31,1.37E-29,484394
ENSCAFG00845024826,GALT,galactose-1-phosphate uridylyltransferase [Source:HGNC Symbol;Acc:HGNC:4135],2.204505585,4.505697982,133.8301584,5.95E-31,1.39E-29,474751
ENSCAFG00845010380,,,2.059843654,13.27390708,133.6563905,6.50E-31,1.51E-29,403631
ENSCAFG00845017349,GPR84,G protein-coupled receptor 84 [Source:HGNC Symbol;Acc:HGNC:4535],2.559831616,4.149679512,133.6116622,6.64E-31,1.54E-29,100687941
ENSCAFG00845005463,CD63,CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692],1.559765867,8.767521177,133.5615375,6.81E-31,1.58E-29,474391
ENSCAFG00845020638,IMP3,,1.577297633,5.813592998,133.3099647,7.73E-31,1.77E-29,487656
ENSCAFG00845012017,#N/A,#N/A,2.031042655,5.566073879,133.0905038,8.64E-31,1.98E-29,#N/A
ENSCAFG00845027632,ARL2,,1.89823176,5.906531033,133.0509263,8.81E-31,2.01E-29,483753
ENSCAFG00845024807,#N/A,#N/A,1.981122831,8.279787545,133.0021756,9.03E-31,2.06E-29,#N/A
ENSCAFG00845020838,REX1BD,,2.077228435,5.845463069,132.8983069,9.52E-31,2.17E-29,119864711
ENSCAFG00845008822,RPL23A,,2.310436607,9.531756583,132.4813431,1.17E-30,2.67E-29,106558887
ENSCAFG00845015140,NME1,"non-metastatic cells 1, protein (NM23A) expressed in [Source:NCBI gene (formerly Entrezgene);Acc:480558]",1.993570839,7.303034558,132.4451462,1.20E-30,2.71E-29,480558
ENSCAFG00845000818,CELF2,CUGBP Elav-like family member 2 [Source:HGNC Symbol;Acc:HGNC:2550],1.194833424,7.416861928,132.331441,1.27E-30,2.87E-29,607310
ENSCAFG00845006071,SPCS2,signal peptidase complex subunit 2 [Source:NCBI gene (formerly Entrezgene);Acc:404016],1.709168662,7.915829049,132.2787479,1.30E-30,2.94E-29,404016
ENSCAFG00845010137,,,3.185204846,2.795441184,131.5447753,1.88E-30,4.23E-29,474964
ENSCAFG00845010092,CORO1B,coronin 1B [Source:HGNC Symbol;Acc:HGNC:2253],2.158345377,10.03141413,131.3304788,2.10E-30,4.70E-29,476007
ENSCAFG00845028956,PRKAB1,protein kinase AMP-activated non-catalytic subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9378],1.728222433,6.92306574,131.295769,2.13E-30,4.78E-29,486295
ENSCAFG00845002356,AGPAT4,,2.060327449,5.853900912,131.1762767,2.27E-30,5.06E-29,612306
ENSCAFG00845009541,POLR1C,RNA polymerase I and III subunit C [Source:HGNC Symbol;Acc:HGNC:20194],1.992650701,4.78648561,131.15219,2.29E-30,5.12E-29,474912
ENSCAFG00845027709,TSHB,thyroid stimulating hormone subunit beta [Source:NCBI gene (formerly Entrezgene);Acc:403973],3.763882491,4.222430429,131.1313406,2.32E-30,5.16E-29,403973
ENSCAFG00845010976,HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1 [Source:HGNC Symbol;Acc:HGNC:5033],1.165548364,10.13151431,131.0760678,2.38E-30,5.30E-29,475260
ENSCAFG00845004188,SRSF5,serine and arginine rich splicing factor 5 [Source:HGNC Symbol;Acc:HGNC:10787],1.451374314,9.105490101,130.9201332,2.58E-30,5.72E-29,490754
ENSCAFG00845020530,GMNN,geminin DNA replication inhibitor [Source:HGNC Symbol;Acc:HGNC:17493],2.124947888,5.370879896,130.5403311,3.12E-30,6.91E-29,478739
ENSCAFG00845013630,GRHPR,glyoxylate and hydroxypyruvate reductase [Source:HGNC Symbol;Acc:HGNC:4570],1.561674477,5.40619765,130.4604456,3.25E-30,7.17E-29,612041
ENSCAFG00845024931,AURKAIP1,aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114],1.744682894,6.079401315,130.4557178,3.26E-30,7.17E-29,607067
ENSCAFG00845023183,PRMT1,BCL2 like 12 [Source:HGNC Symbol;Acc:HGNC:13787],1.757601023,4.9801866,130.3342224,3.46E-30,7.61E-29,100688537
ENSCAFG00845019488,SNRPB2,small nuclear ribonucleoprotein polypeptide B2 [Source:NCBI gene (formerly Entrezgene);Acc:477148],1.276432927,6.086314372,130.3189894,3.49E-30,7.66E-29,477148
ENSCAFG00845030788,OTUB1,"OTU deubiquitinase, ubiquitin aldehyde binding 1 [Source:NCBI gene (formerly Entrezgene);Acc:611228]",1.382536008,6.376049482,130.0649765,3.97E-30,8.67E-29,611228
ENSCAFG00845030621,PEX19,peroxisomal biogenesis factor 19 [Source:HGNC Symbol;Acc:HGNC:9713],1.412893429,6.120847192,130.0615784,3.97E-30,8.67E-29,478972
ENSCAFG00845012827,SF3B5,splicing factor 3b subunit 5 [Source:HGNC Symbol;Acc:HGNC:21083],1.919058006,5.849030819,129.8889983,4.33E-30,9.45E-29,100856528
ENSCAFG00845010792,RPS27A,ribosomal protein S27a [Source:NCBI gene (formerly Entrezgene);Acc:474599],1.609365264,9.624784742,129.545551,5.15E-30,1.12E-28,474599
ENSCAFG00845004611,LIAS,lipoic acid synthetase [Source:HGNC Symbol;Acc:HGNC:16429],2.240207279,3.5079178,128.899865,7.13E-30,1.55E-28,479108
ENSCAFG00845024724,RPL37A,,1.436934514,9.265872435,128.8055535,7.48E-30,1.62E-28,478904
ENSCAFG00845009952,#N/A,#N/A,1.693112319,5.664675113,128.4386291,9.00E-30,1.95E-28,#N/A
ENSCAFG00845026044,CSTF3,cleavage stimulation factor subunit 3 [Source:HGNC Symbol;Acc:HGNC:2485],1.393931121,5.744172555,128.2238522,1.00E-29,2.16E-28,475948
ENSCAFG00845019152,,,1.741677064,8.507260637,128.1929045,1.02E-29,2.19E-28,106559222
ENSCAFG00845005115,CTSH,cathepsin H [Source:HGNC Symbol;Acc:HGNC:2535],1.937000862,10.06893622,127.9218447,1.17E-29,2.50E-28,479065
ENSCAFG00845010556,UBA3,ubiquitin like modifier activating enzyme 3 [Source:HGNC Symbol;Acc:HGNC:12470],1.484849139,5.746208249,127.6879871,1.31E-29,2.81E-28,476560
ENSCAFG00845024064,ITGB1BP1,integrin subunit beta 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:23927],1.413690616,5.941014034,127.5075664,1.44E-29,3.06E-28,100856378
ENSCAFG00845006727,CAPZA1,,1.129946686,9.404824438,127.460519,1.47E-29,3.13E-28,475857
ENSCAFG00845002469,HNRNPUL1,heterogeneous nuclear ribonucleoprotein U like 1 [Source:HGNC Symbol;Acc:HGNC:17011],1.093420847,9.20863303,127.1981339,1.68E-29,3.56E-28,476452
ENSCAFG00845008221,POLR2G,RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194],1.436877077,6.136082554,127.1078926,1.76E-29,3.72E-28,476052
ENSCAFG00845003095,SNRPA,,1.433353213,5.701129085,127.0856855,1.78E-29,3.75E-28,476454
ENSCAFG00845021217,CETN2,,1.758062996,6.368258567,126.6187783,2.25E-29,4.73E-28,481078
ENSCAFG00845012383,,,1.579972143,10.10557723,126.6088661,2.26E-29,4.74E-28,476753
ENSCAFG00845017825,PRPS1,phosphoribosyl pyrophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9462],1.564233765,6.246836109,126.5551419,2.32E-29,4.87E-28,481011
ENSCAFG00845019476,UGP2,UDP-glucose pyrophosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:12527],1.258991121,6.656149233,126.5041324,2.39E-29,4.98E-28,474615
ENSCAFG00845030125,,,1.697774818,7.170052561,125.8068257,3.39E-29,7.05E-28,611035
ENSCAFG00845022757,SF3B6,,2.336342921,4.488366864,125.7098865,3.56E-29,7.38E-28,475682
ENSCAFG00845013840,CDK4,,1.473321469,7.080454276,125.683355,3.61E-29,7.47E-28,481131
ENSCAFG00845000680,PDCD5,,1.717375165,5.494703247,125.6421332,3.68E-29,7.60E-28,476499
ENSCAFG00845026180,TMEM11,transmembrane protein 11 [Source:HGNC Symbol;Acc:HGNC:16823],1.735441867,5.38344278,125.5027964,3.95E-29,8.14E-28,479532
ENSCAFG00845028191,MAIP1,matrix AAA peptidase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26198],1.874864808,4.477243196,125.3756993,4.21E-29,8.67E-28,488463
ENSCAFG00845030186,OASL,,1.771229299,5.988229286,125.0030293,5.08E-29,1.04E-27,477518
ENSCAFG00845017306,SLC9A3R1,SLC9A3 regulator 1 [Source:NCBI gene (formerly Entrezgene);Acc:483299],1.673780215,7.656425044,124.7133056,5.88E-29,1.20E-27,483299
ENSCAFG00845000717,BTF3,basic transcription factor 3 [Source:NCBI gene (formerly Entrezgene);Acc:608628],1.234043948,8.689792538,124.2505578,7.43E-29,1.52E-27,608628
ENSCAFG00845006569,TNFAIP8,TNF alpha induced protein 8 [Source:HGNC Symbol;Acc:HGNC:17260],1.245807032,7.78945581,123.9726239,8.54E-29,1.74E-27,481428
ENSCAFG00845027536,CLEC12A,C-type lectin domain family 12 member A [Source:HGNC Symbol;Acc:HGNC:31713],3.145137362,6.936437599,123.6589806,1.00E-28,2.03E-27,477697
ENSCAFG00845000040,ANXA1,annexin A1 [Source:NCBI gene (formerly Entrezgene);Acc:476322],2.215399263,10.38961116,123.5659417,1.05E-28,2.13E-27,476322
ENSCAFG00845029371,RTF2,replication termination factor 2 [Source:HGNC Symbol;Acc:HGNC:15890],1.361680886,6.512080407,123.3302519,1.18E-28,2.39E-27,610221
ENSCAFG00845030695,PPP1R14B,,2.037671533,5.93079477,122.9498026,1.43E-28,2.88E-27,476035
ENSCAFG00845006449,,,1.367909761,7.453428961,122.8793929,1.48E-28,2.98E-27,100683541
ENSCAFG00845000918,DBP,D-box binding PAR bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:2697],2.376098984,5.587296706,122.7267698,1.60E-28,3.22E-27,100685867
ENSCAFG00845004705,ARPC5,actin related protein 2/3 complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:708],1.107101317,10.07150403,122.7006806,1.62E-28,3.26E-27,480037
ENSCAFG00845012696,MRPL27,mitochondrial ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:14483],1.677468098,5.640375374,122.6336351,1.68E-28,3.36E-27,491078
ENSCAFG00845014332,SART1,"spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP [Source:HGNC Symbol;Acc:HGNC:10538]",1.277635913,7.325915794,122.3729192,1.91E-28,3.82E-27,483721
ENSCAFG00845028539,RPL35A,,1.871772951,9.72238931,122.3240904,1.96E-28,3.91E-27,478597
ENSCAFG00845029028,,,2.240911031,4.537823154,122.1735905,2.11E-28,4.21E-27,100855575
ENSCAFG00845029795,SRSF9,serine and arginine rich splicing factor 9 [Source:HGNC Symbol;Acc:HGNC:10791],1.350763726,7.107599315,122.069324,2.23E-28,4.43E-27,477510
ENSCAFG00845020361,MED19,mediator complex subunit 19 [Source:HGNC Symbol;Acc:HGNC:29600],1.654344677,5.514375157,122.0599536,2.24E-28,4.45E-27,612925
ENSCAFG00845016218,RPS27,ribosomal protein S27 [Source:NCBI gene (formerly Entrezgene);Acc:612291],1.834728107,9.835905385,122.0492531,2.25E-28,4.47E-27,612291
ENSCAFG00845011444,ENY2,,1.85863598,4.817191749,121.9852905,2.33E-28,4.61E-27,475074
ENSCAFG00845001851,#N/A,#N/A,2.847192466,8.950309632,121.8162108,2.53E-28,5.00E-27,#N/A
ENSCAFG00845019881,CKS2,,1.724264867,6.436670908,121.733288,2.64E-28,5.21E-27,100686141
ENSCAFG00845012716,STX4,syntaxin 4 [Source:HGNC Symbol;Acc:HGNC:11439],1.302416979,5.619128154,121.5121621,2.95E-28,5.80E-27,489919
ENSCAFG00845006152,,,1.7670356,8.556367449,121.3854439,3.15E-28,6.17E-27,606811
ENSCAFG00845016443,#N/A,#N/A,2.657081993,2.825651764,121.2802495,3.32E-28,6.48E-27,#N/A
ENSCAFG00845010621,LTB,lymphotoxin beta [Source:NCBI gene (formerly Entrezgene);Acc:481712],3.22908375,9.081566758,120.9005877,4.02E-28,7.84E-27,481712
ENSCAFG00845000625,RPS5,ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:10426],1.392417437,9.869126316,120.6868221,4.47E-28,8.72E-27,476366
ENSCAFG00845030275,SLAMF7,SLAM family member 7 [Source:HGNC Symbol;Acc:HGNC:21394],2.664899037,7.239196186,120.683432,4.48E-28,8.72E-27,609992
ENSCAFG00845028924,SDHC,succinate dehydrogenase complex subunit C [Source:HGNC Symbol;Acc:HGNC:10682],1.383997805,6.777834937,120.5728667,4.74E-28,9.21E-27,478983
ENSCAFG00845008203,#N/A,#N/A,1.13673061,7.44743957,120.0146066,6.28E-28,1.22E-26,#N/A
ENSCAFG00845024576,SAP30BP,SAP30 binding protein [Source:HGNC Symbol;Acc:HGNC:30785],1.272039558,5.809201449,118.9642048,1.07E-27,2.05E-26,608519
